Ngram;Quantaty;Percent
к петр;1;0
облонский у;1;0
петербург степан;1;0
аркадьич находить;1;0
находить записка;1;0
желать доканчивать;1;0
доканчивать начинать;1;0
приезжать завтра;1;0
этот записка;1;0
и поморщиться;1;0
поморщиться над;1;0
внизу послышаться;1;0
послышаться грузный;1;0
грузный шаг;1;0
шаг человек;1;0
человек нести;1;0
нести чтото;1;0
выходить посмотреть;1;0
быть помолодеть;1;0
помолодеть петр;1;0
пьяный что;1;0
лестница но;1;0
нога увидать;1;0
и уцепляться;1;0
там становиться;1;0
в упадок;1;0
упадок дух;1;0
дух что;1;0
быть гадко;1;0
но гадкий;1;0
гадкий всего;1;0
всего точно;1;0
точно чтото;1;0
чтото постыдный;1;0
постыдный вспоминаться;1;0
александрович положительный;1;0
положительный отказ;1;0
развод анна;1;0
решение это;1;0
сказать француз;1;0
француз в;1;0
настоящий или;1;0
или притворный;1;0
притворный сон;1;0
xxiii для;1;0
чтобы предпринимать;1;0
жизнь необходимый;1;0
необходимый или;1;0
или совершенный;1;0
совершенный раздор;1;0
раздор между;1;0
между супруг;1;0
супруг или;1;0
или любовный;1;0
любовный согласие;1;0
отношение супруг;1;0
супруг неопределенный;1;0
неопределенный и;1;0
другой никакой;1;0
многий семья;1;0
семья по;1;0
год оставаться;1;0
старый место;1;0
место постылый;1;0
постылый оба;1;0
оба супруг;1;0
супруг только;1;0
ни полный;1;0
полный раздор;1;0
раздор ни;1;0
ни согласие;1;0
анна московский;1;0
московский жизнь;1;0
жара и;1;0
и пыль;1;0
пыль когда;1;0
солнце светить;1;0
светить уже;1;0
не повесеннему;1;0
повесеннему а;1;0
а полетнему;1;0
полетнему и;1;0
весь дерево;1;0
бульвар давно;1;0
в лист;1;0
и лист;1;0
лист быть;1;0
уже покрывать;1;0
покрывать пыль;1;0
пыль быть;1;0
быть невыносимый;1;0
невыносимый но;1;0
это давно;1;0
решать продолжать;1;0
в опостылеть;1;0
опостылеть они;1;0
оба москва;1;0
москва потому;1;0
время согласие;1;0
согласие не;1;0
раздражение разделять;1;0
разделять они;1;0
никакой внешний;1;0
внешний причина;1;0
попытка объяснение;1;0
объяснение не;1;0
не устранять;1;0
устранять но;1;0
но увеличивать;1;0
увеличивать он;1;0
быть раздражение;1;0
раздражение внутренний;1;0
внутренний иметь;1;0
она основание;1;0
основание уменьшение;1;0
он раскаяние;1;0
себя ради;1;0
ради она;1;0
чтоб облегчать;1;0
облегчать делать;1;0
делать еще;1;0
более тяжелый;1;0
раздражение но;1;0
считать друг;1;0
друг неправый;1;0
неправый и;1;0
каждый предлог;1;0
предлог стараться;1;0
это друг;1;0
привычка мысль;1;0
мысль желание;1;0
желание со;1;0
душевный и;1;0
физический склад;1;0
склад быть;1;0
чувство должный;1;0
весь сосредотачивать;1;0
сосредотачивать на;1;0
этот уменьшаться;1;0
уменьшаться следовательно;1;0
следовательно по;1;0
ее рассуждение;1;0
быть часть;1;0
часть любовь;1;0
любовь перенести;1;0
перенести на;1;0
какойнибудь женщина;1;0
женщина а;1;0
к уменьшение;1;0
еще предмет;1;0
для ревность;1;0
она отыскивать;1;0
по малый;1;0
намек она;1;0
она переносить;1;0
ревность с;1;0
грубый женщина;1;0
который благодаря;1;0
свой холостой;1;0
холостой связь;1;0
связь он;1;0
сношение то;1;0
к светский;1;0
встречаться то;1;0
к воображать;1;0
воображать девушка;1;0
девушка на;1;0
она связь;1;0
связь жениться;1;0
последний ревность;1;0
ревность более;1;0
все мучить;1;0
мучить она;1;0
сам неосторожно;1;0
неосторожно в;1;0
в откровенный;1;0
откровенный минута;1;0
мало понимать;1;0
себя уговаривать;1;0
и ревновать;1;0
анна негодовать;1;0
негодовать на;1;0
отыскивать во;1;0
все повод;1;0
к негодование;1;0
она обвинять;1;0
мучительный состояние;1;0
состояние ожидание;1;0
ожидание который;1;0
между небо;1;0
земля проживать;1;0
москва медленность;1;0
медленность и;1;0
и нерешительность;1;0
нерешительность алексей;1;0
уединение она;1;0
все приписывать;1;0
и выводить;1;0
выводить бы;1;0
жить зарыться;1;0
зарыться в;1;0
быть общество;1;0
положение тяжесть;1;0
тяжесть который;1;0
она навеки;1;0
навеки разлучать;1;0
разлучать с;1;0
минута нежность;1;0
наступать между;1;0
не успокоивать;1;0
успокоивать она;1;0
нежность он;1;0
видеть оттенок;1;0
оттенок спокойствие;1;0
спокойствие уверенность;1;0
уверенность который;1;0
который раздражать;1;0
уже сумерки;1;0
один ожидать;1;0
ожидать его;1;0
возвращение с;1;0
холостой обед;1;0
поехать ходить;1;0
кабинет комната;1;0
где менее;1;0
менее быть;1;0
слышный шум;1;0
шум мостовая;1;0
подробность передумывать;1;0
передумывать выражение;1;0
выражение вчерашний;1;0
вчерашний ссора;1;0
возвращаться все;1;0
все назад;1;0
назад от;1;0
от памятный;1;0
памятный оскорбительный;1;0
оскорбительный слово;1;0
слово спор;1;0
спор к;1;0
их повод;1;0
повод она;1;0
она добираться;1;0
чтобы раздор;1;0
раздор начинаться;1;0
такой безобидный;1;0
безобидный не;1;0
не близкий;1;0
близкий ничей;1;0
ничей сердце;1;0
сердце разговор;1;0
а действительно;1;0
все начинаться;1;0
он посмеяться;1;0
над женский;1;0
гимназия считать;1;0
они ненужный;1;0
она заступаться;1;0
он неуважительный;1;0
неуважительный относиться;1;0
образование вообще;1;0
что ганн;1;0
ганн покровительствуемый;1;0
покровительствуемый анна;1;0
англичанка вовсе;1;0
знание физика;1;0
этот презрительный;1;0
презрительный намек;1;0
сказать такой;1;0
такой фраза;1;0
бы отплачивать;1;0
отплачивать он;1;0
за сделать;1;0
она боль;1;0
ждать то;1;0
они помнить;1;0
помнить любящий;1;0
я ожидать;1;0
ожидать просто;1;0
просто деликатность;1;0
деликатность сказать;1;0
сказать неприятный;1;0
только тут;1;0
тут к;1;0
желание тоже;1;0
тоже сделать;1;0
больно сказать;1;0
я неинтересно;1;0
неинтересно ваш;1;0
ваш пристрастие;1;0
пристрастие к;1;0
девочка это;1;0
правда потому;1;0
оно ненатуральный;1;0
этот жестокость;1;0
жестокость его;1;0
разрушать мир;1;0
мир с;1;0
труд состроить;1;0
состроить она;1;0
чтобы переносить;1;0
тяжелый жизнь;1;0
этот несправедливость;1;0
в притворство;1;0
в ненатуральность;1;0
ненатуральность взрывать;1;0
взрывать она;1;0
материальный вы;1;0
вы понятно;1;0
понятно и;1;0
и натурально;1;0
когда вчера;1;0
поминать о;1;0
бывший ссора;1;0
ссора но;1;0
ссора заглаживать;1;0
заглаживать а;1;0
так одиноко;1;0
одиноко и;1;0
тяжело чувствовать;1;0
забывать прощать;1;0
хотеть обвинять;1;0
оправдывать он;1;0
раздражительный я;1;0
я примиряться;1;0
деревня там;1;0
ненатуральный вспомнить;1;0
вдруг более;1;0
все оскорблять;1;0
столько слово;1;0
слово сколько;1;0
сколько намерение;1;0
намерение сделать;1;0
сказать ненатуральный;1;0
ненатуральный не;1;0
дочь любить;1;0
любить чужой;1;0
желание сделать;1;0
желать успокаивать;1;0
она совершать;1;0
совершать опять;1;0
опять столько;1;0
она круг;1;0
прежний раздражение;1;0
неужели нельзя;1;0
правдивый он;1;0
честный он;1;0
день выходить;1;0
выходить развод;1;0
нужно спокойствие;1;0
прийти я;1;0
виноватый хотя;1;0
думать более;1;0
поддаваться раздражение;1;0
вносить сундук;1;0
сундук для;1;0
для укладка;1;0
час вронский;1;0
xxiv что;1;0
ж весело;1;0
и кроткий;1;0
кроткий выражение;1;0
обыкновенно отвечать;1;0
переход и;1;0
сундук в;1;0
деревня захотеться;1;0
я прясть;1;0
прясть и;1;0
и договаривать;1;0
договаривать только;1;0
только переодеваться;1;0
велеть чай;1;0
чай давать;1;0
оскорбительный в;1;0
говорить ребенок;1;0
переставать капризничать;1;0
капризничать и;1;0
оскорбительный тот;1;0
тот противоположность;1;0
противоположность между;1;0
его самоуверенный;1;0
самоуверенный тон;1;0
желание борьба;1;0
борьба но;1;0
подавлять он;1;0
он отчасти;1;0
отчасти повторять;1;0
повторять приготавливать;1;0
приготавливать слово;1;0
слово свой;1;0
план на;1;0
на отъезд;1;0
находить точно;1;0
точно вдохновение;1;0
вдохновение говорить;1;0
зачем ждать;1;0
ждать здесь;1;0
здесь развод;1;0
равный в;1;0
больше ждать;1;0
хотеть надеяться;1;0
надеяться не;1;0
ничто слышать;1;0
про развод;1;0
больше иметь;1;0
с беспокойство;1;0
беспокойство взглядывать;1;0
делать кто;1;0
называть гость;1;0
и гонка;1;0
гонка лодка;1;0
довольно милый;1;0
москва не;1;0
без ridicule;1;0
являться какойто;1;0
дама учительница;1;0
учительница плавание;1;0
плавание шведский;1;0
королева и;1;0
свой искусство;1;0
как плавать;1;0
хмуриться спрашивать;1;0
какойто красный;1;0
красный costume;1;0
costume de;1;0
de natation;1;0
natation старый;1;0
старый безобразный;1;0
за глупый;1;0
глупый фантазия;1;0
особенно какнибудь;1;0
какнибудь плавать;1;0
говорить глупо;1;0
глупо ужасно;1;0
думать ехать;1;0
анна встряхивать;1;0
желать отогнать;1;0
отогнать неприятный;1;0
неприятный мысль;1;0
да чем;1;0
чем рано;1;0
рано тем;1;0
успевать послезавтра;1;0
послезавтра да;1;0
послезавтра воскресение;1;0
воскресение я;1;0
у maman;1;0
вронский смущаться;1;0
смущаться потому;1;0
имя мать;1;0
себя пристальный;1;0
пристальный подозрительный;1;0
подозрительный взгляд;1;0
смущение его;1;0
его подтвердить;1;0
подтвердить она;1;0
ее подозрение;1;0
не учительница;1;0
учительница шведский;1;0
королева а;1;0
а княжна;1;0
сорокин который;1;0
в подмосковный;1;0
подмосковный деревня;1;0
деревня вместе;1;0
вронская представляться;1;0
представляться анна;1;0
мочь поехать;1;0
нет же;1;0
ехать доверенность;1;0
доверенность и;1;0
не получаться;1;0
получаться завтра;1;0
завтра отвечать;1;0
уезжать совсем;1;0
поехать поздно;1;0
смысл потому;1;0
ты никакой;1;0
понимать мой;1;0
занимать здесь;1;0
здесь ганн;1;0
это притворство;1;0
ведь говорить;1;0
это ненатуральный;1;0
ненатуральный я;1;0
какой жизнь;1;0
здесь мочь;1;0
быть натуральный;1;0
она очнуться;1;0
что изменять;1;0
она губить;1;0
мочь воздерживаться;1;0
воздерживаться не;1;0
быть неправый;1;0
неправый не;1;0
мочь покоряться;1;0
этот внезапный;1;0
внезапный любовь;1;0
ты хвастаться;1;0
хвастаться свой;1;0
свой прямота;1;0
прямота не;1;0
не хвастаться;1;0
хвастаться и;1;0
неправда сказать;1;0
он тихо;1;0
тихо удерживать;1;0
удерживать подниматься;1;0
немой гнев;1;0
жаль если;1;0
уважение выдумывать;1;0
выдумывать для;1;0
скрывать пустой;1;0
пустой место;1;0
честный это;1;0
вскрикивать вронский;1;0
выговаривать для;1;0
ты испытывать;1;0
испытывать мой;1;0
мой терпение;1;0
будто мочь;1;0
но удерживаться;1;0
в явный;1;0
явный выражение;1;0
выражение ненависть;1;0
ненависть который;1;0
в жестокий;1;0
жестокий грозный;1;0
грозный глаз;1;0
должный спрашивать;1;0
покидать я;1;0
это второстепенный;1;0
дверь постоять;1;0
не раздвигать;1;0
раздвигать мрачный;1;0
мрачный складка;1;0
складка бровь;1;0
но останавливать;1;0
что отъезд;1;0
отъезд надо;1;0
надо откладывать;1;0
откладывать на;1;0
день ты;1;0
я лгать;1;0
и нечестный;1;0
который попрекать;1;0
попрекать я;1;0
пожертвовать для;1;0
слово еще;1;0
еще прежний;1;0
прежний ссора;1;0
граница терпение;1;0
быстро выпускать;1;0
это ясно;1;0
молча не;1;0
оглядываться неверный;1;0
неверный шаг;1;0
кончать повторять;1;0
надо кончать;1;0
кресло пред;1;0
поехать теперь;1;0
к тетка;1;0
тетка ли;1;0
она воспитываться;1;0
воспитываться к;1;0
долли или;1;0
просто один;1;0
делать теперь;1;0
кабинет окончательный;1;0
окончательный ли;1;0
это ссора;1;0
ссора или;1;0
или возможно;1;0
возможно еще;1;0
еще примирение;1;0
ее петербургский;1;0
петербургский бывший;1;0
бывший знакомый;1;0
знакомый как;1;0
как посмотреть;1;0
после разрыв;1;0
разрыв приходить;1;0
отдаваться это;1;0
это мыслить;1;0
неясный мысль;1;0
один интересовать;1;0
вспомнить еще;1;0
раз об;1;0
и время;1;0
свой болезнь;1;0
болезнь после;1;0
роды и;1;0
она тогдашний;1;0
и тогдашний;1;0
один разрешать;1;0
разрешать все;1;0
да умирать;1;0
и позор;1;0
позор алексей;1;0
мой ужасный;1;0
ужасный стыд;1;0
стыд весь;1;0
весь спасаться;1;0
спасаться смерть;1;0
быть раскаиваться;1;0
раскаиваться быть;1;0
улыбка сострадание;1;0
кресло снимать;1;0
надевать кольцо;1;0
с левый;1;0
рука живо;1;0
живо с;1;0
сторона представлять;1;0
чувство после;1;0
после ее;1;0
шаг его;1;0
шаг развлекать;1;0
бы занимать;1;0
занимать укладывание;1;0
укладывание свой;1;0
кольцо она;1;0
обращаться даже;1;0
даже к;1;0
рука тихо;1;0
анна поехать;1;0
поехать послезавтра;1;0
послезавтра если;1;0
сила удерживаться;1;0
удерживаться более;1;0
между рыдание;1;0
больше сделать;1;0
развратный женщина;1;0
камень на;1;0
твой шея;1;0
хотеть мучать;1;0
мучать ты;1;0
я освобождать;1;0
освобождать ты;1;0
вронский умолять;1;0
нет признак;1;0
признак основание;1;0
основание ее;1;0
ее ревность;1;0
его теперь;1;0
теперь выражаться;1;0
выражаться нежность;1;0
слышать ухо;1;0
ухо звук;1;0
звук слезать;1;0
слезать в;1;0
свой чувствовать;1;0
чувствовать их;1;0
их влага;1;0
мгновенно отчаянный;1;0
отчаянный ревность;1;0
ревность анна;1;0
анна переходить;1;0
в отчаянный;1;0
отчаянный страстный;1;0
страстный нежность;1;0
нежность она;1;0
поцелуй его;1;0
xxv чувствовать;1;0
примирение быть;1;0
полный анна;1;0
утро оживленно;1;0
оживленно приниматься;1;0
за приготовление;1;0
вторник так;1;0
как оба;1;0
оба вчера;1;0
вчера уступать;1;0
уступать один;1;0
другой анна;1;0
анна деятельно;1;0
деятельно приготавливаться;1;0
приготавливаться к;1;0
отъезд чувствовать;1;0
уезжать день;1;0
день рано;1;0
комната над;1;0
над открытый;1;0
открытый сундук;1;0
сундук отбирать;1;0
вещь когда;1;0
одевать рано;1;0
обыкновенный входить;1;0
сейчас съездить;1;0
к maman;1;0
maman она;1;0
мочь присылать;1;0
деньги через;1;0
через егоров;1;0
готовый ехать;1;0
хорошо она;1;0
быть настраивать;1;0
настраивать упоминание;1;0
поездка на;1;0
мать кольнуть;1;0
кольнуть она;1;0
подумать становиться;1;0
быть устраиваться;1;0
устраиваться так;1;0
хотеть так;1;0
столовая я;1;0
прийти только;1;0
только отбирать;1;0
отбирать этот;1;0
этот ненужный;1;0
ненужный вещь;1;0
передавать на;1;0
рука аннушка;1;0
аннушка на;1;0
лежать гора;1;0
гора тряпка;1;0
тряпка еще;1;0
вронский есть;1;0
свой бифстек;1;0
бифстек когда;1;0
я опостылеть;1;0
опостылеть этот;1;0
свой кофей;1;0
нет ужасно;1;0
ужасно этот;1;0
этот chambres;1;0
chambres garnies;1;0
нет выражение;1;0
час гардина;1;0
гардина главное;1;0
главное обои;1;0
обои кошмар;1;0
о воздвиженский;1;0
как об;1;0
об обетованный;1;0
обетованный земля;1;0
не отсылать;1;0
отсылать еще;1;0
еще лошадь;1;0
поехать после;1;0
после мы;1;0
ты куданибудь;1;0
куданибудь ехать;1;0
хотеть съездить;1;0
она свозить;1;0
свозить платье;1;0
решительно завтра;1;0
приходить спрашивать;1;0
спрашивать расписка;1;0
расписка на;1;0
на телеграмма;1;0
телеграмма из;1;0
получение вронский;1;0
вронский депеша;1;0
депеша но;1;0
желать скрывать;1;0
что расписка;1;0
расписка в;1;0
непременно завтра;1;0
кто депеша;1;0
стив отвечать;1;0
он неохотно;1;0
тайна между;1;0
между стивый;1;0
вронский воротила;1;0
воротила камердинер;1;0
камердинер и;1;0
велеть принесть;1;0
принесть депеша;1;0
показывать потому;1;0
иметь страсть;1;0
страсть телеграфировать;1;0
телеграфировать что;1;0
ж телеграфировать;1;0
телеграфировать когда;1;0
когда ничто;1;0
писать ничто;1;0
ничто еще;1;0
день обещать;1;0
обещать решительный;1;0
взять депеша;1;0
прочитывать тот;1;0
конец еще;1;0
прибавлять надежда;1;0
надежда мало;1;0
мало но;1;0
равный когда;1;0
даже получать;1;0
получать ли;1;0
ли развод;1;0
надобность скрывать;1;0
скрывать и;1;0
свой переписка;1;0
переписка с;1;0
женщина подумать;1;0
яшвин хотеть;1;0
утро с;1;0
с войтов;1;0
войтов сказать;1;0
вронский кажется;1;0
он выигрывать;1;0
выигрывать с;1;0
с певцова;1;0
певцова все;1;0
много то;1;0
мочь заплатить;1;0
заплатить около;1;0
около шестьдесят;1;0
шестьдесят тысяча;1;0
она раздражаться;1;0
раздражаться то;1;0
разговор показывать;1;0
раздражать почему;1;0
надо даже;1;0
даже скрывать;1;0
хотеть об;1;0
интересоваться как;1;0
я интересоваться;1;0
интересоваться потому;1;0
любить ясность;1;0
ясность сказать;1;0
ясность не;1;0
в форма;1;0
форма а;1;0
раздражаться не;1;0
а тон;1;0
холодный спокойствие;1;0
ты желать;1;0
мой опять;1;0
любовь подумать;1;0
жалко сказать;1;0
сказать lt;1;0
lt igtдля;1;0
igtдля ты;1;0
возможность иметь;1;0
давно спорный;1;0
спорный и;1;0
желание иметь;1;0
не дорожить;1;0
дорожить ее;1;0
сказать для;1;0
ты морщиться;1;0
морщиться точно;1;0
точно от;1;0
боль повторять;1;0
доля твой;1;0
твой раздражение;1;0
раздражение происходить;1;0
от неопределенность;1;0
переставать теперь;1;0
и видный;1;0
видный весь;1;0
холодный ненависть;1;0
ненависть ко;1;0
жестокий судья;1;0
судья который;1;0
который дразнить;1;0
дразнить она;1;0
смотреть из;1;0
причина не;1;0
как причина;1;0
причина мой;1;0
ты называть;1;0
называть раздражение;1;0
раздражение мочь;1;0
находиться совершенно;1;0
твой власть;1;0
тут неопределенность;1;0
положение напротив;1;0
с упорство;1;0
упорство желать;1;0
мысль неопределенность;1;0
неопределенность состоять;1;0
ты казаться;1;0
насчет это;1;0
спокойный сказать;1;0
становиться пить;1;0
пить кофей;1;0
подымать чашка;1;0
чашка отставлять;1;0
отставлять мизинец;1;0
мизинец и;1;0
отпивать несколько;1;0
несколько глоток;1;0
глоток она;1;0
лицо ясно;1;0
он противный;1;0
быть рука;1;0
жест и;1;0
производить губа;1;0
думать твой;1;0
хотеть женить;1;0
женить ты;1;0
рука ставить;1;0
ставить чашка;1;0
нет об;1;0
я женщина;1;0
она старуха;1;0
старуха или;1;0
не старуха;1;0
старуха твой;1;0
чужой не;1;0
мой мать;1;0
угадывать сердце;1;0
чем лежать;1;0
лежать счастие;1;0
честь ее;1;0
сын у;1;0
женщина нет;1;0
повторять свой;1;0
свой просьба;1;0
просьба не;1;0
уважать сказать;1;0
вспоминать со;1;0
подробность сцена;1;0
сцена вчерашний;1;0
вчерашний примирение;1;0
его страстный;1;0
страстный ласка;1;0
этот точно;1;0
же ласка;1;0
ласка он;1;0
он расточать;1;0
расточать и;1;0
хотеть расточать;1;0
расточать другой;1;0
любить мать;1;0
весь фраза;1;0
фраза фраза;1;0
надо решаться;1;0
входить яшвин;1;0
анна поздороваться;1;0
зачем когда;1;0
быть буря;1;0
буря и;1;0
что стоять;1;0
на поворот;1;0
поворот жизнь;1;0
иметь ужасный;1;0
ужасный последствие;1;0
последствие зачем;1;0
минута надо;1;0
притворяться пред;1;0
пред чужой;1;0
который рано;1;0
поздно узнавать;1;0
узнавать же;1;0
же смирять;1;0
смирять в;1;0
себя внутренний;1;0
внутренний буря;1;0
буря она;1;0
получать долг;1;0
получать все;1;0
в середа;1;0
середа надо;1;0
яшвин жмуриться;1;0
жмуриться поглядывать;1;0
очевидно догадываться;1;0
происходить ссора;1;0
кажется послезавтра;1;0
послезавтра сказать;1;0
впрочем уже;1;0
возможность примирение;1;0
неужели же;1;0
жалко этот;1;0
несчастный певцова;1;0
аркадьевна жалко;1;0
на война;1;0
война не;1;0
спрашивать жалко;1;0
ведь мой;1;0
мой весь;1;0
состояние тут;1;0
показывать на;1;0
боковой карман;1;0
я богатый;1;0
нынче поехать;1;0
выходить нищий;1;0
ведь кто;1;0
садиться тоже;1;0
тоже хотеть;1;0
мы бороться;1;0
бороться и;1;0
этото удовольствие;1;0
анна каково;1;0
каково бы;1;0
бы ваш;1;0
яшвин засмеяться;1;0
затем видно;1;0
видно и;1;0
а гельсингфорс;1;0
вронский вступать;1;0
на улыбаться;1;0
улыбаться анна;1;0
взгляд лицо;1;0
принимать холоднострогий;1;0
холоднострогий выражение;1;0
понимать один;1;0
один можно;1;0
можно садиться;1;0
за карта;1;0
карта но;1;0
всегда вставать;1;0
время rendezvous;1;0
я можно;1;0
можно любовь;1;0
любовь заниматься;1;0
заниматься но;1;0
чтобы вечер;1;0
вечер не;1;0
к партия;1;0
а про;1;0
про настоящее;1;0
сказать гельсингфорс;1;0
гельсингфорс но;1;0
приезжать войтов;1;0
войтов покупать;1;0
покупать жеребец;1;0
жеребец анна;1;0
дом вронский;1;0
хотеть притворяться;1;0
искать чтонибудь;1;0
чтонибудь на;1;0
но устыжаться;1;0
устыжаться притворство;1;0
притворство прямо;1;0
лицо холодный;1;0
взять аттестат;1;0
аттестат на;1;0
на гамбетта;1;0
гамбетта я;1;0
продавать он;1;0
выражать ясно;1;0
ясно слово;1;0
слово объясняться;1;0
объясняться я;1;0
некогда и;1;0
себя наказывать;1;0
наказывать tant;1;0
pis pour;1;0
pour elle2;1;0
вдруг дрогнуть;1;0
дрогнуть от;1;0
же холодно;1;0
а ничто;1;0
так tant;1;0
pis подумать;1;0
опять похолодеть;1;0
похолодеть повертываться;1;0
зеркало увидать;1;0
дрожать губа;1;0
хотеть останавливаться;1;0
утешительный слово;1;0
нога вынести;1;0
комната прежде;1;0
целый этот;1;0
проводить вне;1;0
вне дома;1;0
приезжать поздно;1;0
поздно девушка;1;0
девушка сказать;1;0
аркадьевна болеть;1;0
болеть голова;1;0
xxvi никогда;1;0
проходить день;1;0
нынче это;1;0
не ссора;1;0
быть очевидный;1;0
очевидный признание;1;0
совершенный охлаждение;1;0
быть взглядывать;1;0
взглядывать когда;1;0
за аттестат;1;0
ее разрываться;1;0
это равнодушноспокойный;1;0
равнодушноспокойный лицо;1;0
что охладевать;1;0
ненавидеть она;1;0
тот жестокий;1;0
анна придумывать;1;0
придумывать еще;1;0
держать мочь;1;0
идти куда;1;0
куда хотеть;1;0
хотеть разводиться;1;0
муж вероятно;1;0
вероятно чтобы;1;0
нужный деньги;1;0
деньги я;1;0
сколько нужно;1;0
нужно вы;1;0
рубльlt pgt;1;0
pgt весь;1;0
сказать грубый;1;0
грубый человек;1;0
воображение и;1;0
действительно сказать;1;0
не вчера;1;0
он клясться;1;0
клясться в;1;0
отчаиваться напрасно;1;0
напрасно уже;1;0
исключение поездка;1;0
вильсон который;1;0
ли кончать;1;0
кончать или;1;0
надежда примирение;1;0
надо ли;1;0
сейчас уезжать;1;0
и вечер;1;0
вечер уходить;1;0
комната приказывать;1;0
приказывать передавать;1;0
болеть загадывать;1;0
загадывать себя;1;0
прийти несмотря;1;0
слово горничная;1;0
горничная то;1;0
значит он;1;0
еще любить;1;0
значит все;1;0
pgt она;1;0
вечер слышать;1;0
слышать останавливаться;1;0
останавливаться стук;1;0
стук его;1;0
коляска его;1;0
звонок его;1;0
ничто узнавать;1;0
единственный средство;1;0
средство восстанавливать;1;0
сердце любовь;1;0
она наказывать;1;0
и одерживать;1;0
одерживать победа;1;0
который поселяться;1;0
сердце злой;1;0
дух вести;1;0
вести с;1;0
живо представляться;1;0
равный ехать;1;0
ехать или;1;0
воздвиженский получать;1;0
получать или;1;0
муж развод;1;0
быть ненужный;1;0
один наказывать;1;0
она наливать;1;0
наливать себя;1;0
себя обычный;1;0
обычный прием;1;0
опиум и;1;0
только выпивать;1;0
выпивать весь;1;0
весь стклянка;1;0
стклянка чтобы;1;0
чтобы умирать;1;0
умирать она;1;0
показываться это;1;0
так легкий;1;0
просто что;1;0
наслаждение становиться;1;0
быть мучаться;1;0
мучаться раскаиваться;1;0
она память;1;0
память когда;1;0
глядеть при;1;0
свет один;1;0
один догорать;1;0
догорать свеча;1;0
свеча на;1;0
на лепной;1;0
лепной карниз;1;0
карниз потолок;1;0
на захватывающий;1;0
захватывающий часть;1;0
его тень;1;0
тень от;1;0
от ширма;1;0
комната не;1;0
навсегда уходить;1;0
вдруг тень;1;0
тень ширма;1;0
ширма заколебаться;1;0
заколебаться захватить;1;0
весь карниз;1;0
карниз весь;1;0
весь потолок;1;0
потолок другой;1;0
другой тень;1;0
тень с;1;0
сторона рвануться;1;0
навстречу на;1;0
мгновение тень;1;0
тень сбегать;1;0
сбегать но;1;0
новый быстрота;1;0
быстрота надвигаться;1;0
надвигаться поколебаться;1;0
поколебаться сливаться;1;0
сливаться и;1;0
темно смерть;1;0
такой ужас;1;0
ужас находить;1;0
мочь дрожать;1;0
рука находить;1;0
находить спичка;1;0
спичка и;1;0
и зажигать;1;0
зажигать другой;1;0
другой свеча;1;0
свеча вместо;1;0
вместо тот;1;0
который догорать;1;0
догорать и;1;0
пройти говорить;1;0
радость возвращение;1;0
жизнь течь;1;0
ее щека;1;0
спасаться от;1;0
страх она;1;0
кабинет крепкий;1;0
крепкий сон;1;0
и сверху;1;0
сверху освещать;1;0
лицо долго;1;0
спать она;1;0
вид он;1;0
удерживать слезать;1;0
слезать нежность;1;0
посмотреть бы;1;0
она холодный;1;0
холодный сознавать;1;0
правота взгляд;1;0
после другой;1;0
другой прием;1;0
опиум к;1;0
утро заснуть;1;0
заснуть тяжелый;1;0
тяжелый неполный;1;0
неполный сон;1;0
сон во;1;0
утро страшный;1;0
страшный кошмар;1;0
кошмар несколько;1;0
раз повторяться;1;0
повторяться она;1;0
в сновидение;1;0
сновидение еще;1;0
вронский представляться;1;0
старичокмужичок с;1;0
с взлохмачивать;1;0
взлохмачивать борода;1;0
борода чтото;1;0
железо приговаривать;1;0
приговаривать бессмысленный;1;0
бессмысленный французский;1;0
этот кошмар;1;0
кошмар что;1;0
составлять он;1;0
он ужас;1;0
ужас чувствовать;1;0
что мужичок;1;0
мужичок этот;1;0
она внимание;1;0
это какойто;1;0
какойто страшный;1;0
в железо;1;0
железо над;1;0
страшный делать;1;0
холодный пот;1;0
вставать она;1;0
туман вспоминаться;1;0
вспоминаться вчерашний;1;0
бывать уже;1;0
болеть и;1;0
ехать надо;1;0
кабинет она;1;0
гостиная она;1;0
подъезд останавливаться;1;0
останавливаться экипаж;1;0
окно увидать;1;0
увидать карета;1;0
высовываться молодой;1;0
шляпка чтото;1;0
приказывать звонить;1;0
звонить лакей;1;0
после переговоры;1;0
переговоры в;1;0
передняя ктото;1;0
гостиная послышаться;1;0
шаг сходить;1;0
сходить по;1;0
выходить без;1;0
к карета;1;0
шляпка передавать;1;0
он пакет;1;0
карета отъезжать;1;0
отъезжать он;1;0
быстро взбегать;1;0
взбегать назад;1;0
туман застилать;1;0
застилать все;1;0
душа вдруг;1;0
вдруг рассеиваться;1;0
чувство с;1;0
новый боль;1;0
боль защемлять;1;0
защемлять больной;1;0
больной сердце;1;0
мочь унижаться;1;0
унижаться до;1;0
чтобы пробыть;1;0
пробыть целый;1;0
кабинет чтоб;1;0
чтоб объявлять;1;0
это сорокина;1;0
сорокина с;1;0
дочь заезжать;1;0
привозить я;1;0
бумага от;1;0
от maman;1;0
твой голова;1;0
голова хорошо;1;0
спокойно не;1;0
понимать мрачный;1;0
торжественный выражение;1;0
молча пристально;1;0
мгновение нахмуриваться;1;0
медленно пойти;1;0
мочь вернуть;1;0
вернуть она;1;0
она доходить;1;0
и слышный;1;0
звук шуршание;1;0
